strain,type,rating,effects_1,effects_2,effects_3,effects_4,effects_5,flavor_1,flavor_2,flavor_3,flavor_4
Zamaldelica,sativa,5,Tingly,Uplifted,Energetic,,,None,,,
Zellys-Gift,sativa,5,Happy,Uplifted,Energetic,Relaxed,Euphoric,Sweet,Citrus,Lime,
Zen,hybrid,4.3,Happy,Energetic,Uplifted,Euphoric,Focused,Earthy,Sweet,Flowery,
Zeta-Sage,sativa,4.5,Happy,Relaxed,Uplifted,Euphoric,Focused,Diesel,Pungent,Sage,
Zeus-Og,hybrid,4.7,Happy,Uplifted,Relaxed,Euphoric,Energetic,Earthy,Woody,Pine,
Super-Blue-Dream,hybrid,4.3,Happy,Uplifted,Relaxed,Euphoric,Energetic,Sweet,Blueberry,Tea,
Purple-Goo,indica,4.5,Relaxed,Euphoric,Happy,Talkative,Uplifted,Flowery,Sweet,Grape,
Super-Bud,indica,4.1,Relaxed,Giggly,Sleepy,Happy,Creative,Citrus,Mint,Flowery,
Purple-Gorilla,hybrid,4.3,Relaxed,Sleepy,Happy,Euphoric,Uplifted,Earthy,Grape,Sweet,
Super-Cat-Piss,sativa,4,Euphoric,Happy,Uplifted,Tingly,Creative,Coffee,Lemon,,
Purple-Hashplant,hybrid,4.2,Euphoric,Relaxed,Sleepy,Hungry,Happy,Flowery,Earthy,Sweet,
Purple-Haze,sativa,4.3,Uplifted,Happy,Euphoric,Relaxed,Energetic,Sweet,Flowery,Earthy,
Super-Jack,sativa,4.5,Happy,Energetic,Uplifted,Talkative,Focused,Sweet,Pungent,Skunk,
Purple-Headband,hybrid,4.3,Happy,Relaxed,Uplifted,Creative,Focused,Woody,Grape,Berry,
Super-Kush,indica,4.2,Relaxed,Happy,Euphoric,Giggly,Aroused,Earthy,Minty,Flowery,
Zkittlez,indica,4.6,Relaxed,Happy,Euphoric,Uplifted,Sleepy,Sweet,Berry,Grape,
Zombie-Kush,indica,5,Relaxed,Sleepy,Talkative,Euphoric,Happy,Earthy,Sweet,Spicy/Herbal,
Zombie-Og,indica,4.4,Relaxed,Sleepy,Euphoric,Happy,Hungry,Sweet,Earthy,Pungent,
Zoom-Pie,indica,4.6,Hungry,Relaxed,Uplifted,Happy,Sleepy,Berry,Earthy,Pungent,
Purple-Mr-Nice,indica,4.2,Relaxed,Sleepy,Euphoric,Happy,Uplifted,Pine,Earthy,Grape,
Purple-Nepal,indica,4.2,Relaxed,Happy,Euphoric,Tingly,Sleepy,Berry,Flowery,Spicy/Herbal,
Purple-Og-Kush,indica,4.4,Sleepy,Relaxed,Happy,Euphoric,Hungry,Earthy,Sweet,Pungent,
Super-Lemon-Og,hybrid,4.4,Relaxed,Happy,Hungry,Euphoric,Creative,Lemon,Citrus,Earthy,
Super-Silver-Haze,sativa,4.4,Happy,Uplifted,Energetic,Euphoric,Relaxed,Citrus,Earthy,Sweet,
Super-Silver-Lights,hybrid,4.5,Happy,Uplifted,Creative,Euphoric,Giggly,Flowery,Sweet,Pungent,
Super-Skunk,indica,4.2,Relaxed,Sleepy,Euphoric,Happy,Hungry,Skunk,Earthy,Sweet,
Super-Snow-Dog,sativa,4.5,Uplifted,Happy,Euphoric,Relaxed,Focused,Citrus,Flowery,Earthy,
Purple-Pantera,hybrid,4.8,Sleepy,Euphoric,Relaxed,,,,,,
Super-Sour-Diesel,sativa,4.5,Uplifted,Happy,Euphoric,Creative,Energetic,Diesel,Sweet,Earthy,
Super-Sour-Og,hybrid,4.6,Relaxed,Uplifted,Happy,Focused,Giggly,Citrus,Sweet,Lemon,
Super-Sour-Skunk,hybrid,4.5,Happy,Euphoric,Talkative,Sleepy,Uplifted,Citrus,Earthy,Diesel,
Super-Sour-Widow,hybrid,4.7,Euphoric,Energetic,Happy,Uplifted,Relaxed,Pungent,Spicy/Herbal,Earthy,
Super-Sweet,hybrid,4.8,Happy,Relaxed,Uplifted,Focused,Giggly,Sweet,Honey,Berry,
Supergirl,indica,4.5,Happy,Relaxed,Sleepy,Euphoric,Giggly,Earthy,Woody,Spicy/Herbal,
Superglue,hybrid,4.7,Relaxed,Happy,Euphoric,Uplifted,Giggly,Earthy,Woody,Pine,
Purple-Power,sativa,4.4,Relaxed,Happy,Uplifted,Energetic,Creative,Skunk,Pungent,Earthy,
Purple-Princess,hybrid,4.2,Relaxed,Aroused,Euphoric,Uplifted,Happy,Sweet,Pungent,Earthy,
Purple-Punch,indica,4.6,Relaxed,Sleepy,Happy,Euphoric,Uplifted,Berry,Sweet,Grape,
Purple-Raine,hybrid,4.5,Uplifted,Happy,Creative,Energetic,Euphoric,Pine,,,
Purple-Rhino,hybrid,4.8,Happy,Relaxed,Euphoric,Hungry,Tingly,Sweet,Berry,Skunk,
Purple-Sage,hybrid,3.6,Euphoric,Uplifted,Creative,Happy,Aroused,Sage,Sweet,Earthy,
Purple-Skunk,hybrid,4.3,Happy,Relaxed,Sleepy,Focused,Giggly,Earthy,Pungent,Skunk,
Purple-Sour-Diesel,hybrid,4.3,Happy,Euphoric,Tingly,Uplifted,Relaxed,Diesel,Earthy,Pungent,
Purple-Star,indica,4.6,Relaxed,Uplifted,Tingly,Sleepy,Euphoric,Berry,Spicy/Herbal,Grape,
Purple-Swish,indica,5,Happy,Energetic,Sleepy,Giggly,Hungry,Berry,Sweet,Grape,
Superman-Og,indica,4.3,Relaxed,Sleepy,Euphoric,Happy,Hungry,Earthy,Pine,Pungent,
Supermax-Og,hybrid,4.9,Relaxed,Happy,Euphoric,Tingly,Uplifted,Pungent,Pine,Diesel,
Supernatural,sativa,4.4,Euphoric,Relaxed,Happy,Creative,Energetic,Earthy,Citrus,Flowery,
Supernova,hybrid,4.3,Happy,Uplifted,Relaxed,Euphoric,Creative,Sweet,Pungent,Flowery,
Superstar,hybrid,4,Relaxed,Focused,Euphoric,Uplifted,Happy,Citrus,Blueberry,Strawberry,
Purple-Panty-Dropper,indica,4.3,Relaxed,Euphoric,Happy,Sleepy,Giggly,Grape,Earthy,Spicy/Herbal,
Purple-Paralysis,hybrid,4.6,Sleepy,Relaxed,Euphoric,Happy,Hungry,Earthy,Lemon,Lavender,
Purple-Passion,indica,4.4,Relaxed,Sleepy,Happy,Creative,Euphoric,Earthy,Flowery,Spicy/Herbal,
Purple-People-Eater,indica,4.1,Uplifted,Creative,Euphoric,Focused,Relaxed,Grape,,,
Purple-Pinecone,indica,4.6,Focused,Happy,Euphoric,Relaxed,Sleepy,,,,
Purple-Tangie,sativa,4.5,Happy,Euphoric,Energetic,Relaxed,Creative,Citrus,Orange,Tropical,
Purple-Tears,hybrid,5,Sleepy,Tingly,Happy,Hungry,Relaxed,Diesel,Sweet,Berry,
Purple-Thai,sativa,4.6,Relaxed,Happy,Uplifted,Focused,Creative,Earthy,Citrus,Sweet,
Purple-Tide,hybrid,1,None,,,,,Nutty,,,
Purple-Tonic,indica,3.2,Happy,Uplifted,Energetic,Euphoric,Sleepy,Blueberry,Nutty,Tree,Fruit
Purple-Trainwreck,hybrid,4.2,Relaxed,Happy,Uplifted,Euphoric,Giggly,Earthy,Grape,Sweet,
Purple-Urkle,indica,4.4,Relaxed,Sleepy,Happy,Euphoric,Uplifted,Grape,Sweet,Berry,
Purple-Voodoo,hybrid,4.4,Euphoric,Focused,Relaxed,Giggly,Happy,Earthy,Sweet,Woody,
Purple-Widow,hybrid,4.6,Relaxed,Euphoric,Hungry,Happy,Creative,Sweet,Earthy,Woody,
Purple-Wreck,indica,4.3,Relaxed,Sleepy,Happy,Euphoric,Creative,Grape,Sweet,Berry,
Qush,indica,4.5,Relaxed,Sleepy,Uplifted,Happy,Euphoric,Flowery,Citrus,Pungent,
R-4,hybrid,5,Uplifted,Happy,Relaxed,Creative,Focused,Earthy,Nutty,Spicy/Herbal,
Race-Fuel-Og,hybrid,4.5,Relaxed,Hungry,Focused,Euphoric,Tingly,Pungent,Diesel,Pine,
Rafael,sativa,5,None,,,,,Peach,,,
Rainbow,hybrid,4.5,Euphoric,Relaxed,Happy,Talkative,Uplifted,Sweet,Citrus,Orange,
Rainbow-Jones,indica,5,Relaxed,Talkative,Uplifted,Happy,Aroused,Diesel,Sweet,Grape,
Raindance,hybrid,5,Happy,Uplifted,Energetic,Giggly,,Grapefruit,Tropical,Flowery,
Rare-Dankness-1,indica,4.8,Happy,Relaxed,Sleepy,Creative,Euphoric,Berry,Pungent,Grape,
Rare-Darkness,indica,0,None,,,,,None,,,
Raskal-Og,hybrid,4.1,Happy,Talkative,Euphoric,Uplifted,Giggly,Lemon,Earthy,Pungent,
Pvc-Og,indica,4.5,Tingly,Focused,Talkative,Uplifted,Energetic,,,,
Q3,sativa,3.6,Happy,Tingly,Uplifted,Giggly,Energetic,Tree,Fruit,Citrus,Orange
Qleaner,hybrid,4.4,Uplifted,Energetic,Happy,Euphoric,Creative,Citrus,Tropical,Chemical,
Qrazy-Train,hybrid,4.3,Relaxed,Creative,Giggly,Uplifted,Hungry,Lemon,Citrus,Earthy,
Quantum-Kush,sativa,4.7,Euphoric,Happy,Energetic,Creative,Uplifted,Earthy,Sweet,Pungent,
Quebec-Gold,hybrid,4.4,Relaxed,Talkative,Euphoric,Happy,Hungry,Pungent,Skunk,Citrus,
Queens-Panties,hybrid,3,Talkative,Happy,Energetic,Tingly,Uplifted,Sweet,Lemon,Citrus,
Querkle,indica,4.3,Relaxed,Happy,Sleepy,Euphoric,Uplifted,Sweet,Earthy,Grape,
Queso,hybrid,5,Sleepy,Tingly,Hungry,Creative,Euphoric,Cheese,Earthy,Skunk,
Quin-N-Tonic,indica,4.6,Relaxed,Happy,Focused,Hungry,Sleepy,Sweet,Blueberry,Pungent,
Raspberry-Cough,sativa,4.4,Uplifted,Happy,Energetic,Creative,Talkative,Berry,Sweet,Earthy,
Raspberry-Kush,indica,4.2,Relaxed,Euphoric,Happy,Hungry,Creative,Berry,Sweet,Flowery,
Suzy-Q,hybrid,4.3,Relaxed,Focused,Uplifted,Talkative,Happy,Pine,Earthy,Spicy/Herbal,
Swazi-Gold,sativa,3.7,Hungry,Relaxed,Focused,Creative,Giggly,Woody,Citrus,Earthy,
Sweet-And-Sour-Widow,indica,4.5,Relaxed,Uplifted,Happy,Focused,Sleepy,Earthy,Sweet,Woody,
Sweet-Baby-Jane,indica,4.3,Relaxed,Tingly,Giggly,Happy,Hungry,Citrus,Sweet,Pungent,
Sweet-Berry,hybrid,4.2,Relaxed,Happy,Creative,Uplifted,Euphoric,Berry,Sweet,Sage,
Sweet-Black-Angel,indica,4.7,Relaxed,Sleepy,Happy,Euphoric,Tingly,Sweet,Pine,Berry,
Sweet-Cheese,sativa,4.3,Relaxed,Happy,Euphoric,Creative,Focused,Cheese,Sweet,Pungent,
Sweet-Deep-Grapefruit,indica,4,Relaxed,Sleepy,Euphoric,Hungry,Happy,Grapefruit,Citrus,Sweet,
Sweet-Diesel,sativa,4.1,Happy,Euphoric,Relaxed,Giggly,Energetic,Woody,Sweet,Diesel,
Sweet-Dream,hybrid,4.6,Euphoric,Creative,Giggly,Happy,Relaxed,Berry,Earthy,Pungent,
Sweet-Dreams,hybrid,4.3,Sleepy,Relaxed,Hungry,Uplifted,Happy,Earthy,Skunk,Pungent,
Sweet-Harlem-Diesel,hybrid,4.7,Aroused,Talkative,Uplifted,Creative,Euphoric,Pear,Diesel,Sweet,
Sweet-Hawaiian-Tangie-Banana,hybrid,0,None,,,,,None,,,
Sweet-Jane,sativa,4.6,Happy,Focused,Aroused,Sleepy,Tingly,Rose,Sweet,Citrus,
Sweet-Kush,hybrid,4.4,Hungry,Happy,Relaxed,Euphoric,Sleepy,Citrus,Sweet,Flowery,
Sweet-Lafayette,indica,3.6,Relaxed,Happy,Euphoric,Uplifted,Aroused,Citrus,Earthy,Pine,
Sweet-Nina,hybrid,3.9,Happy,Relaxed,Euphoric,Focused,Uplifted,Diesel,Skunk,Tobacco,
Sweet-Pebbles,hybrid,4.8,Euphoric,Creative,Happy,Focused,Relaxed,Sweet,Berry,Citrus,
Tahoe-Hydro-Og,hybrid,4.9,Euphoric,Relaxed,Tingly,Happy,Sleepy,Pungent,Earthy,Pine,
Tahoe-Og,hybrid,4.4,Relaxed,Sleepy,Happy,Euphoric,Hungry,Earthy,Pine,Citrus,
Tahoe-Purps,indica,3,Sleepy,Creative,Hungry,Relaxed,,Citrus,Earthy,Woody,
Taliban-Poison,indica,3.7,Hungry,Aroused,Sleepy,Giggly,Happy,Diesel,Skunk,Pine,
Tangelo,hybrid,4.3,Euphoric,Happy,Uplifted,Energetic,Focused,Citrus,Sweet,Earthy,
Tangelo-Kush,hybrid,4,Relaxed,Sleepy,Giggly,Talkative,Uplifted,Peach,Lemon,Citrus,
Tangenesia,hybrid,5,None,,,,,None,,,
Tangerine,hybrid,4.2,Happy,Uplifted,Energetic,Relaxed,Creative,Citrus,Orange,Sweet,
Tangerine-Dream,hybrid,4.4,Happy,Relaxed,Euphoric,Uplifted,Energetic,Citrus,Orange,Sweet,
Tangerine-Haze,hybrid,4.5,Talkative,Uplifted,Energetic,Euphoric,Happy,Citrus,Orange,Sweet,
Sweet-Skunk,hybrid,4.2,Energetic,Euphoric,Creative,Happy,Aroused,Citrus,Spicy/Herbal,Minty,
Sweet-Tooth,indica,4.2,Relaxed,Happy,Euphoric,Uplifted,Sleepy,Sweet,Flowery,Berry,
Swiss,indica,4.3,Energetic,Creative,Relaxed,Happy,Uplifted,Pungent,Ammonia,Berry,
Swiss-Bliss,hybrid,4,Euphoric,Happy,Talkative,Creative,Giggly,Sweet,Citrus,Earthy,
Swiss-Gold,sativa,4.6,Relaxed,Happy,Focused,Uplifted,Hungry,Diesel,Citrus,Berry,
Swiss-Sativa,sativa,4.5,None,,,,,,,,
Swiss-Tsunami,sativa,4.8,Relaxed,Uplifted,Focused,Happy,Sleepy,Earthy,Citrus,Orange,
Tahoe-Alien,hybrid,4.5,Relaxed,Happy,Hungry,Creative,Euphoric,Pine,Diesel,Skunk,
Tahoe-Frostbite,hybrid,5,Aroused,Talkative,Euphoric,Happy,Relaxed,None,,,
Tahoe-Hydro-Champagne,hybrid,3.7,Energetic,Happy,Talkative,Tingly,Uplifted,Sweet,Citrus,Lime,
Tangerine-Kush,indica,4.1,Relaxed,Sleepy,Happy,Euphoric,Hungry,Citrus,Orange,Tropical,
Tangerine-Man,sativa,4.8,Euphoric,Energetic,Uplifted,Hungry,Happy,Citrus,Orange,Pungent,
Tangerine-Power,hybrid,4.4,Happy,Relaxed,Tingly,Sleepy,Uplifted,Citrus,Orange,Sweet,
Tangerine-Sunrise,sativa,4.8,Tingly,Relaxed,Aroused,Happy,Creative,Citrus,Woody,Sage,
Tangerine-Trainwreck-Haze,sativa,5,Euphoric,Aroused,Uplifted,Creative,Energetic,Sweet,Citrus,Orange,
Tangie,sativa,4.5,Happy,Uplifted,Energetic,Euphoric,Relaxed,Citrus,Orange,Sweet,
Tangie-Dream,hybrid,4.4,Tingly,Creative,Focused,Uplifted,Happy,Citrus,Sweet,Orange,
Tangie-Ghost-Train,sativa,4.7,Uplifted,Happy,Energetic,Euphoric,Focused,Citrus,Orange,Pungent,
Tangie-Sunrise,hybrid,0,Tingly,Uplifted,Euphoric,Happy,Relaxed,,,,
Tangier-Chilly,hybrid,5,Talkative,Uplifted,Creative,Energetic,Giggly,Citrus,Orange,Pine,
Truffle-Butter,indica,4.5,Aroused,Sleepy,Euphoric,Giggly,Happy,Sweet,Vanilla,Chestnut,
Truth-Serum,hybrid,4.3,Talkative,Energetic,Happy,Sleepy,Uplifted,Spicy/Herbal,Pepper,Citrus,
Tuna-Kush,indica,4.5,Relaxed,Sleepy,Happy,Euphoric,Uplifted,Skunk,Earthy,Pungent,
Tardis,sativa,5,Talkative,Creative,Euphoric,Focused,Aroused,Sweet,Diesel,Spicy/Herbal,
Tuna-Og,hybrid,2,None,,,,,None,,,
Turbo-Mind-Warp,hybrid,4.5,Happy,Hungry,Uplifted,Euphoric,Focused,Spicy/Herbal,Flowery,Earthy,
Tutankhamon,sativa,4.6,Happy,Focused,Uplifted,Energetic,Euphoric,Pungent,Skunk,Flowery,
Tutti-Frutti,hybrid,4.2,Happy,Euphoric,Uplifted,Energetic,Relaxed,Berry,Sweet,Tropical,
Twista,sativa,4.2,Creative,Energetic,Happy,Talkative,Focused,Sweet,Citrus,Lime,
Tembo-Kush,hybrid,4.5,Happy,Euphoric,Creative,Relaxed,Focused,Sweet,Berry,Earthy,
Twisted-Citrus,sativa,4.5,Energetic,Uplifted,Relaxed,Creative,Happy,Citrus,Orange,Earthy,
Tyson,indica,4.8,Relaxed,Sleepy,Uplifted,Hungry,Happy,Earthy,Pungent,Sweet,
U2-Kush,indica,4.1,Relaxed,Happy,Uplifted,Hungry,Giggly,Sweet,Woody,Flowery,
Terminator-Og,indica,4.7,Relaxed,Happy,Sleepy,Creative,Euphoric,Sweet,Pine,Rose,
Tesla,hybrid,4.7,Uplifted,Relaxed,Happy,Euphoric,Giggly,Tropical,Pepper,Sweet,
Tesla-Tower,sativa,4.8,Tingly,Uplifted,Relaxed,Creative,Energetic,Pepper,Sweet,Berry,
Uk-Cheese,hybrid,4.2,Happy,Relaxed,Uplifted,Euphoric,Energetic,Cheese,Pungent,Berry,
Ultimate-Trainwreck,sativa,4.4,Euphoric,Energetic,Aroused,Focused,Happy,Tropical,Sweet,Spicy/Herbal,
Ultra-Banana,indica,5,Sleepy,Tingly,Giggly,Hungry,Relaxed,Ammonia,Lemon,Pineapple,
Ultra-Sonja,hybrid,4.6,Relaxed,Giggly,Euphoric,Focused,Tingly,Pungent,Tree,Fruit,Sweet
Tangilope,sativa,4.6,Happy,Uplifted,Energetic,Talkative,Creative,Citrus,Orange,Tropical,
Tango-Kush,hybrid,4.3,Energetic,Focused,Uplifted,Euphoric,Happy,Mango,Sweet,Citrus,
Triple-Cheese,indica,4.5,Relaxed,Sleepy,Happy,Euphoric,Tingly,Earthy,Pungent,Cheese,
Triple-Diesel,sativa,4.2,Relaxed,Focused,Sleepy,Euphoric,Happy,Diesel,Sweet,Earthy,
Trix,sativa,4.9,Uplifted,Energetic,Focused,Relaxed,Tingly,Lime,Grapefruit,Tropical,
Tropic-Thunder,hybrid,4.6,Happy,Uplifted,Energetic,Creative,Relaxed,Tropical,Sweet,Pineapple,
Tropical-Tang,hybrid,4.5,Happy,Focused,Relaxed,Euphoric,Creative,Citrus,Apricot,Skunk,
Tropicali,hybrid,4.4,Euphoric,Uplifted,Relaxed,Energetic,Happy,Tropical,Orange,Sweet,
True-Og,indica,4.4,Relaxed,Euphoric,Happy,Sleepy,Creative,Earthy,Pine,Pungent,
True-X,indica,3,Uplifted,Focused,Sleepy,Relaxed,Tingly,Earthy,Woody,Pine,
Ultra-Sour,sativa,4.8,Uplifted,Creative,Energetic,Euphoric,Focused,Diesel,Skunk,Lime,
Ultraviolet-Og,indica,4.7,Relaxed,Happy,Uplifted,Euphoric,Sleepy,Flowery,Berry,Earthy,
Urkle-Train-Haze,hybrid,4.9,Happy,Euphoric,Uplifted,Talkative,Relaxed,Grape,Sweet,Pine,
Uw,indica,4.3,Relaxed,Sleepy,Hungry,Happy,Uplifted,Tree,Fruit,Sweet,Grape
Vader-Og,indica,4.5,Sleepy,Relaxed,Happy,Euphoric,Hungry,Earthy,Flowery,Sweet,
Valentine-X,hybrid,4.4,Relaxed,Creative,Tingly,Euphoric,Focused,Citrus,Earthy,Pungent,
Thai,sativa,4.2,Happy,Relaxed,Focused,Uplifted,Energetic,Earthy,Flowery,Sweet,
Thai-Girl,hybrid,4,Euphoric,Relaxed,Energetic,Focused,Tingly,Tropical,Sweet,Citrus,
Thai-Haze,sativa,4.3,Creative,Energetic,Happy,Aroused,Euphoric,Pine,Pepper,Sweet,
Thai-Lights,hybrid,4.7,Uplifted,Happy,Euphoric,Relaxed,Energetic,Earthy,Spicy/Herbal,Pine,
Valley-Ghash,hybrid,4.4,Euphoric,Relaxed,Sleepy,Hungry,Happy,Sweet,Berry,Tropical,
Thai-Tanic,sativa,4,Energetic,Uplifted,Happy,Focused,Euphoric,Sweet,Earthy,Woody,
Thaidal-Wave,hybrid,3.8,Uplifted,Euphoric,Creative,Energetic,Focused,,,,
Thc-Bomb,hybrid,4.2,Relaxed,Happy,Giggly,Uplifted,Hungry,Earthy,Pungent,Sweet,
The-Big-Dirty,hybrid,5,Uplifted,Hungry,Relaxed,,,Lemon,Earthy,,
The-Black,indica,4.4,Relaxed,Happy,Sleepy,Uplifted,Euphoric,Earthy,Sweet,Woody,
Valley-Girl,hybrid,4.7,Happy,Relaxed,Euphoric,Energetic,Uplifted,Pine,Flowery,Earthy,
Vanilla-Kush,indica,4.3,Relaxed,Happy,Sleepy,Euphoric,Hungry,Vanilla,Sweet,Flowery,
The-Blintz,hybrid,5,Uplifted,Creative,Energetic,Focused,Happy,Lavender,Earthy,Pungent,
The-Blood,sativa,4.6,Uplifted,Aroused,Creative,Energetic,Euphoric,Earthy,Pungent,Tropical,
The-Brotherhood,hybrid,4.5,Happy,Uplifted,Euphoric,Relaxed,Hungry,Earthy,Coffee,Sweet,
The-Cough,sativa,4.5,Uplifted,Euphoric,Energetic,Focused,Giggly,Pungent,Pine,Citrus,
The-Doctor,indica,4.4,Euphoric,Happy,Sleepy,Aroused,Energetic,Citrus,Sweet,Grapefruit,
The-Flav,hybrid,4.2,Euphoric,Relaxed,Happy,Sleepy,Energetic,Berry,Flowery,Diesel,
Vanilluna,hybrid,4.8,Sleepy,Happy,Relaxed,,,,,,
Vcdc,hybrid,4.5,Relaxed,Happy,Euphoric,Focused,Uplifted,Earthy,Berry,Citrus,
The-Fork,sativa,0,None,,,,,,,,
Velvet-Bud,sativa,3.9,Uplifted,Energetic,Euphoric,Talkative,Aroused,Sweet,Citrus,Spicy/Herbal,
The-Gift,hybrid,5,Uplifted,Relaxed,,,,Sweet,Earthy,,
Velvet-Purps,hybrid,5,Happy,Relaxed,Euphoric,Sleepy,Tingly,None,,,
Venice-Og,sativa,4.3,Uplifted,Happy,Energetic,Creative,Focused,Citrus,Pine,Pungent,
Venom-Og,hybrid,4.4,Relaxed,Euphoric,Sleepy,Happy,Uplifted,Earthy,Pungent,Pine,
Venus-Og,hybrid,4.8,Focused,Tingly,Happy,Uplifted,Creative,Citrus,Lemon,Berry,
The-Grunk,hybrid,4.6,Euphoric,Happy,Uplifted,Relaxed,Tingly,Grape,Skunk,Sweet,
The-Loops,indica,5,Euphoric,Giggly,Happy,Relaxed,Sleepy,None,,,
The-One,hybrid,4.9,Happy,Giggly,Euphoric,Relaxed,Tingly,Pungent,Pine,Diesel,
Verde-Electric,hybrid,4.2,Happy,Euphoric,Creative,Relaxed,Hungry,Woody,Earthy,Sweet,
The-Ooze,indica,5,Tingly,Uplifted,Creative,Euphoric,Focused,Spicy/Herbal,Sweet,Apple,
Versace,hybrid,4.8,Happy,Relaxed,Euphoric,Uplifted,Energetic,Pungent,Berry,Diesel,
The-Ox,indica,4.8,Relaxed,Hungry,Euphoric,Happy,Uplifted,Coffee,Berry,Sweet,
Very-Berry-Haze,sativa,4,Happy,Uplifted,Euphoric,Hungry,Relaxed,Berry,Pungent,Sweet,
The-Sauce,hybrid,4.8,Happy,Uplifted,Relaxed,Euphoric,Creative,Earthy,Sweet,Citrus,
Vietnamese-Bubba,hybrid,5,Euphoric,Hungry,Relaxed,Uplifted,Happy,None,,,
The-Sheriff,hybrid,4,Sleepy,Uplifted,Relaxed,,,Earthy,Woody,,
Violator-Kush,indica,4.3,Relaxed,Sleepy,Happy,Euphoric,Uplifted,Earthy,Spicy/Herbal,Woody,
The-Sister,indica,4.3,Relaxed,Uplifted,Creative,Euphoric,Focused,Sweet,Diesel,Citrus,
Violet-Delight,hybrid,4.4,Happy,Relaxed,Uplifted,Focused,Sleepy,Violet,Spicy/Herbal,Lavender,
The-Third-Dimension,hybrid,4.5,Uplifted,Happy,Energetic,Euphoric,Creative,Citrus,Earthy,Chemical,
Violeta,hybrid,0,None,,,,,,,,
The-Truth,hybrid,4.6,Relaxed,Uplifted,Euphoric,Happy,Sleepy,Earthy,Woody,Berry,
Thin-Mint,hybrid,4.6,Relaxed,Euphoric,Happy,Uplifted,Hungry,Minty,Mint,Sweet,
Think-Different,hybrid,4.3,Happy,Energetic,Creative,Focused,Uplifted,Flowery,Sweet,Lemon,
Thors-Hammer,sativa,4.3,Euphoric,Creative,Energetic,Happy,Aroused,Sweet,Pungent,Menthol,
Throwback-Kush,indica,4.3,Hungry,Relaxed,Sleepy,Happy,,Earthy,Woody,,
Thunderbird-Rose,sativa,4.8,Euphoric,Uplifted,Relaxed,Focused,Happy,Rose,Sweet,Earthy,
Thunderstruck,sativa,4.9,Relaxed,Uplifted,Creative,Focused,Talkative,Sweet,Earthy,Tropical,
Tickle-Kush,hybrid,4.3,Happy,Uplifted,Creative,Euphoric,Sleepy,Berry,Apple,Spicy/Herbal,
Waldo,hybrid,4,Creative,Tingly,Euphoric,Hungry,Uplifted,Spicy/Herbal,Earthy,Pungent,
Tiger-Woods,hybrid,4.1,Relaxed,Giggly,Hungry,Creative,Energetic,Sweet,Flowery,Pungent,
Tigermelon,indica,3,Happy,Creative,Relaxed,,,Spicy/Herbal,Citrus,Chestnut,
Viper,sativa,4.5,Energetic,Talkative,Happy,Giggly,Uplifted,Citrus,Pungent,Spicy/Herbal,
The-Void,hybrid,4.5,Happy,Uplifted,Relaxed,Euphoric,Sleepy,Sweet,Grape,Flowery,
Voodoo,sativa,4.2,Happy,Relaxed,Uplifted,Euphoric,Tingly,Earthy,Pungent,Sweet,
The-White,hybrid,4.6,Relaxed,Euphoric,Happy,Creative,Uplifted,Earthy,Pine,Pungent,
Vortex,sativa,4.3,Uplifted,Happy,Euphoric,Talkative,Energetic,Earthy,Lemon,Woody,
The-White-Angel,hybrid,4.2,Aroused,Relaxed,,,,Diesel,Pungent,Pine,
The-Wife,hybrid,4.9,Relaxed,Uplifted,Happy,Tingly,Euphoric,Lemon,Sweet,Tree,Fruit
The-Wills,hybrid,0,Talkative,Tingly,Uplifted,Creative,Euphoric,Pungent,Woody,Pine,
Thelonious-Skunk,hybrid,4.8,Euphoric,Happy,Relaxed,Uplifted,Energetic,Skunk,Citrus,Spicy/Herbal,
Waipi-O-Hapa,sativa,4.4,Energetic,Focused,Uplifted,Creative,Relaxed,Sweet,Tropical,Honey,
Walker-Kush,hybrid,4.8,Relaxed,Uplifted,Happy,Focused,Euphoric,Woody,Spicy/Herbal,Flowery,
Wally-Og,hybrid,4.8,Relaxed,Happy,Sleepy,Creative,Focused,Flowery,Earthy,Butter,
Walrus-Kush,hybrid,4.3,Happy,Giggly,Uplifted,Creative,Hungry,,,,
Tigers-Milk,indica,4.6,Relaxed,Euphoric,Happy,Sleepy,Uplifted,Earthy,Pungent,Flowery,
Walter-White,hybrid,4.7,Happy,Relaxed,Energetic,Uplifted,Euphoric,Earthy,Pungent,Lemon,
Tillamook-Strawberry,hybrid,4.7,Happy,Relaxed,Focused,Euphoric,Energetic,Strawberry,Sweet,Berry,
Wappa,hybrid,4.3,Happy,Giggly,Relaxed,Hungry,Uplifted,Sweet,Flowery,Citrus,
Warlock,hybrid,3.9,Relaxed,Hungry,Happy,Euphoric,Uplifted,Earthy,Sweet,Flowery,
Washing-Machine,indica,5,Creative,Relaxed,Sleepy,Talkative,Tingly,Earthy,Pungent,Cheese,
Watermelon,indica,4.5,Relaxed,Happy,Hungry,Sleepy,Euphoric,Sweet,Berry,Tropical,
Tommys-Home-Grown,hybrid,4,Energetic,Relaxed,Uplifted,Creative,Focused,Earthy,Spicy/Herbal,Tropical,
West-Og,indica,3.6,Relaxed,Happy,Creative,Hungry,Sleepy,Woody,Lemon,Spicy/Herbal,
Tonics-Web,indica,0,None,,,,,None,,,
